annotation_blinded,association_id,behavior_feature_rate,behavior_id,behavior_mean,behavior_profile_count,behavior_profiles,causal_claim,comparison_feature_rate,comparison_mean,confidence_interval_95,contingency_table,contrast_definition,corrected_p_value,corrected_significance,decision,effect_size,evidence_kind,feature_family,feature_id,feature_value,independence_group,input_dependencies,odds_ratio,permutation_iterations,profile_count,raw_p_value,replication_status,standardized_effect,sufficiently_powered,test_type
False,institution_building:gematria.ordinal.digital_root=7,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.333333,exploratory_statistical_association,gematria,gematria.ordinal.digital_root,7,name_input,"[""recorded_name""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:gematria.reverse_ordinal.digital_root=2,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.333333,exploratory_statistical_association,gematria,gematria.reverse_ordinal.digital_root,2,name_input,"[""recorded_name""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:gematria.reverse_ordinal.digital_root=3,0.5,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.0,,"[0.168174, 291.36416]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 1, ""comparison_and_feature"": 0, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.5,exploratory_statistical_association,gematria,gematria.reverse_ordinal.digital_root,3,name_input,"[""recorded_name""]",7.0,,5,0.4,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:gematria.reverse_ordinal.digital_root=6,0.5,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.666667,,"[0.012779, 19.563724]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 1, ""comparison_and_feature"": 2, ""comparison_without_feature"": 1}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.166667,exploratory_statistical_association,gematria,gematria.reverse_ordinal.digital_root,6,name_input,"[""recorded_name""]",0.5,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:kamea.jupiter.composite_score,,institution_building,0.353529,2,"[""bill_gates"", ""nelson_mandela""]",False,,0.352549,,,Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.000981,exploratory_statistical_association,kamea,kamea.jupiter.composite_score,,name_input,"[""recorded_name"", ""cipher_rules""]",,5000,5,1.0,unreplicated_pilot,0.030756,False,permutation_mean_difference
False,institution_building:kamea.mars.composite_score,,institution_building,0.402061,2,"[""bill_gates"", ""nelson_mandela""]",False,,0.396767,,,Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.005294,exploratory_statistical_association,kamea,kamea.mars.composite_score,,name_input,"[""recorded_name"", ""cipher_rules""]",,5000,5,1.0,unreplicated_pilot,0.203201,False,permutation_mean_difference
False,institution_building:kamea.mercury.composite_score,,institution_building,0.353529,2,"[""bill_gates"", ""nelson_mandela""]",False,,0.318672,,,Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.034858,exploratory_statistical_association,kamea,kamea.mercury.composite_score,,name_input,"[""recorded_name"", ""cipher_rules""]",,5000,5,0.300339932014,unreplicated_pilot,1.123658,False,permutation_mean_difference
False,institution_building:kamea.moon.composite_score,,institution_building,0.353529,2,"[""bill_gates"", ""nelson_mandela""]",False,,0.31496,,,Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.038569,exploratory_statistical_association,kamea,kamea.moon.composite_score,,name_input,"[""recorded_name"", ""cipher_rules""]",,5000,5,0.299340131974,unreplicated_pilot,1.348767,False,permutation_mean_difference
False,institution_building:kamea.saturn.composite_score,,institution_building,0.478636,2,"[""bill_gates"", ""nelson_mandela""]",False,,0.420531,,,Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.058105,exploratory_statistical_association,kamea,kamea.saturn.composite_score,,name_input,"[""recorded_name"", ""cipher_rules""]",,5000,5,0.49950009998,unreplicated_pilot,0.878051,False,permutation_mean_difference
False,institution_building:kamea.sun.composite_score,,institution_building,0.366697,2,"[""bill_gates"", ""nelson_mandela""]",False,,0.337842,,,Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.028855,exploratory_statistical_association,kamea,kamea.sun.composite_score,,name_input,"[""recorded_name"", ""cipher_rules""]",,5000,5,0.604679064187,unreplicated_pilot,0.674661,False,permutation_mean_difference
False,institution_building:kamea.top_planet=mars,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.333333,exploratory_statistical_association,kamea,kamea.top_planet,mars,name_input,"[""recorded_name"", ""cipher_rules""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:kamea.top_planet=saturn,1.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.666667,,"[0.078026, 115.345698]","{""behavior_and_feature"": 2, ""behavior_without_feature"": 0, ""comparison_and_feature"": 2, ""comparison_without_feature"": 1}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.333333,exploratory_statistical_association,kamea,kamea.top_planet,saturn,name_input,"[""recorded_name"", ""cipher_rules""]",3.0,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:kamea.venus.composite_score,,institution_building,0.375139,2,"[""bill_gates"", ""nelson_mandela""]",False,,0.335718,,,Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.039421,exploratory_statistical_association,kamea,kamea.venus.composite_score,,name_input,"[""recorded_name"", ""cipher_rules""]",,5000,5,0.406318736253,unreplicated_pilot,0.855368,False,permutation_mean_difference
False,institution_building:numerology.attitude.number=11,0.5,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.0,,"[0.168174, 291.36416]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 1, ""comparison_and_feature"": 0, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.5,exploratory_statistical_association,numerology,numerology.attitude.number,11,birth_input,"[""birth_date""]",7.0,,5,0.4,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.attitude.number=3,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.333333,exploratory_statistical_association,numerology,numerology.attitude.number,3,birth_input,"[""birth_date""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.attitude.number=4,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.333333,exploratory_statistical_association,numerology,numerology.attitude.number,4,birth_input,"[""birth_date""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.attitude.number=7,0.5,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.051115, 78.254898]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.166667,exploratory_statistical_association,numerology,numerology.attitude.number,7,birth_input,"[""birth_date""]",2.0,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.balance.number=1,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.333333,exploratory_statistical_association,numerology,numerology.balance.number,1,name_input,"[""recorded_name""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.balance.number=3,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.333333,exploratory_statistical_association,numerology,numerology.balance.number,3,name_input,"[""recorded_name""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.balance.number=6,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.333333,exploratory_statistical_association,numerology,numerology.balance.number,6,name_input,"[""recorded_name""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.balance.number=9,1.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.0,,"[0.502898, 2435.881964]","{""behavior_and_feature"": 2, ""behavior_without_feature"": 0, ""comparison_and_feature"": 0, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,1.0,exploratory_statistical_association,numerology,numerology.balance.number,9,name_input,"[""recorded_name""]",35.0,,5,0.1,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.birth_month.number=1,0.5,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.666667,,"[0.012779, 19.563724]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 1, ""comparison_and_feature"": 2, ""comparison_without_feature"": 1}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.166667,exploratory_statistical_association,numerology,numerology.birth_month.number,1,birth_input,"[""birth_date""]",0.5,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.birth_month.number=7,0.5,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.0,,"[0.168174, 291.36416]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 1, ""comparison_and_feature"": 0, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.5,exploratory_statistical_association,numerology,numerology.birth_month.number,7,birth_input,"[""birth_date""]",7.0,,5,0.4,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.birth_month.number=8,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.333333,exploratory_statistical_association,numerology,numerology.birth_month.number,8,birth_input,"[""birth_date""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.birth_year.number=1,0.5,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.0,,"[0.168174, 291.36416]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 1, ""comparison_and_feature"": 0, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.5,exploratory_statistical_association,numerology,numerology.birth_year.number,1,birth_input,"[""birth_date""]",7.0,,5,0.4,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.birth_year.number=2,0.5,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.0,,"[0.168174, 291.36416]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 1, ""comparison_and_feature"": 0, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.5,exploratory_statistical_association,numerology,numerology.birth_year.number,2,birth_input,"[""birth_date""]",7.0,,5,0.4,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.birth_year.number=3,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.333333,exploratory_statistical_association,numerology,numerology.birth_year.number,3,birth_input,"[""birth_date""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.birth_year.number=4,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.666667,,"[0.003121, 4.613828]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 2, ""comparison_without_feature"": 1}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.666667,exploratory_statistical_association,numerology,numerology.birth_year.number,4,birth_input,"[""birth_date""]",0.12,,5,0.4,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.birthday.number=1,0.5,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.0,,"[0.168174, 291.36416]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 1, ""comparison_and_feature"": 0, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.5,exploratory_statistical_association,numerology,numerology.birthday.number,1,birth_input,"[""birth_date""]",7.0,,5,0.4,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.birthday.number=2,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.333333,exploratory_statistical_association,numerology,numerology.birthday.number,2,birth_input,"[""birth_date""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.birthday.number=5,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.333333,exploratory_statistical_association,numerology,numerology.birthday.number,5,birth_input,"[""birth_date""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.birthday.number=6,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.333333,exploratory_statistical_association,numerology,numerology.birthday.number,6,birth_input,"[""birth_date""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.birthday.number=9,0.5,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.0,,"[0.168174, 291.36416]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 1, ""comparison_and_feature"": 0, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.5,exploratory_statistical_association,numerology,numerology.birthday.number,9,birth_input,"[""birth_date""]",7.0,,5,0.4,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.expression.number=3,0.5,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.666667,,"[0.012779, 19.563724]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 1, ""comparison_and_feature"": 2, ""comparison_without_feature"": 1}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.166667,exploratory_statistical_association,numerology,numerology.expression.number,3,name_input,"[""recorded_name""]",0.5,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.expression.number=33,0.5,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.0,,"[0.168174, 291.36416]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 1, ""comparison_and_feature"": 0, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.5,exploratory_statistical_association,numerology,numerology.expression.number,33,name_input,"[""recorded_name""]",7.0,,5,0.4,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.expression.number=7,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.333333,exploratory_statistical_association,numerology,numerology.expression.number,7,name_input,"[""recorded_name""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.life_path.number=1,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.333333,exploratory_statistical_association,numerology,numerology.life_path.number,1,birth_input,"[""birth_date""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.life_path.number=4,0.5,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.0,,"[0.168174, 291.36416]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 1, ""comparison_and_feature"": 0, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.5,exploratory_statistical_association,numerology,numerology.life_path.number,4,birth_input,"[""birth_date""]",7.0,,5,0.4,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.life_path.number=7,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.333333,exploratory_statistical_association,numerology,numerology.life_path.number,7,birth_input,"[""birth_date""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.life_path.number=8,0.5,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.051115, 78.254898]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.166667,exploratory_statistical_association,numerology,numerology.life_path.number,8,birth_input,"[""birth_date""]",2.0,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.maturity.number=1,0.5,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.0,,"[0.168174, 291.36416]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 1, ""comparison_and_feature"": 0, ""comparison_without_feature"": 3}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.5,exploratory_statistical_association,numerology,numerology.maturity.number,1,birth_and_name_input,"[""birth_date"", ""recorded_name""]",7.0,,5,0.4,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.maturity.number=11,0.5,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.051115, 78.254898]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.166667,exploratory_statistical_association,numerology,numerology.maturity.number,11,birth_and_name_input,"[""birth_date"", ""recorded_name""]",2.0,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.maturity.number=4,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.333333,exploratory_statistical_association,numerology,numerology.maturity.number,4,birth_and_name_input,"[""birth_date"", ""recorded_name""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.maturity.number=5,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.333333,exploratory_statistical_association,numerology,numerology.maturity.number,5,birth_and_name_input,"[""birth_date"", ""recorded_name""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.personality.number=3,0.5,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.666667,,"[0.012779, 19.563724]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 1, ""comparison_and_feature"": 2, ""comparison_without_feature"": 1}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.166667,exploratory_statistical_association,numerology,numerology.personality.number,3,name_input,"[""recorded_name""]",0.5,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.personality.number=9,0.5,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.051115, 78.254898]","{""behavior_and_feature"": 1, ""behavior_without_feature"": 1, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,0.166667,exploratory_statistical_association,numerology,numerology.personality.number,9,name_input,"[""recorded_name""]",2.0,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.soul_urge.number=3,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.333333,exploratory_statistical_association,numerology,numerology.soul_urge.number,3,name_input,"[""recorded_name""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
False,institution_building:numerology.soul_urge.number=4,0.0,institution_building,,2,"[""bill_gates"", ""nelson_mandela""]",False,0.333333,,"[0.00867, 12.816189]","{""behavior_and_feature"": 0, ""behavior_without_feature"": 2, ""comparison_and_feature"": 1, ""comparison_without_feature"": 2}",Profiles with this documented behavior versus other profiles in the documented pilot; comparison does not mean behavioral absence.,1.0,False,not_retained_underpowered_nonsignificant_or_unblinded,-0.333333,exploratory_statistical_association,numerology,numerology.soul_urge.number,4,name_input,"[""recorded_name""]",0.333333,,5,1.0,unreplicated_pilot,,False,fisher_exact_categorical
