birth_time_known,errors,families,feature_count,houses_included,independence_groups,profile_key,success,warnings
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",dinara_nazarbayeva_q464735,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",dionisie_eclesiarhul_q28157760,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",dmitri_mendeleev,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",dmitry_lukashenko_q2393932,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",dobry_bozhilov_q704409,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",dogsomyn_bodoo_q2994382,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",don_black_q1238931,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",donald_j_cram_q135151,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",donald_knuth,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",donald_winnicott,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",donatello_q37562,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",donna_strickland_q56855591,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology""]",18,False,"[""name_input""]",dora_biro_q37376198,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",doris_lessing_q40874,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",dorothy_fields_q435241,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",dorothy_hodgkin_q7487,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",douglas_diamond_q185871,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",douglas_engelbart,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",douglas_macarthur,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",douglass_north_q243193,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",dudley_r_herschbach_q243196,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",duke_ellington,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",duke_ellington_q4030,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",dunya_maumoon_q5315815,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",dustin_moskovitz,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",dwight_d_eisenhower,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",döme_sztójay_q307479,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",e_h_carr_q274764,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",e_o_wilson,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",eberhard_von_danckelmann_q71179,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",eckhart_tolle,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",eddie_delange_q363281,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",edgar_allan_poe,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",edgar_degas,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",edgar_rubin_q762417,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",edith_clarke_q98930724,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",edith_lucie_bongo_q273791,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",edmond_h_fischer_q109726,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",edmund_burke,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",edmund_hillary,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",edmund_husserl,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",edmund_phelps_q192566,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",edoardo_tiretta_q131285502,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",eduard_buchner_q43917,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",eduard_mahler_q329164,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",eduardo_castrillo_q5340556,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",eduardo_dato_q365162,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",eduardo_saverin,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",edvard_munch,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",edward_c_hayes_q1291869,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",edward_c_prescott_q312585,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",edward_de_bono_q41322,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",edward_jenner,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology""]",18,False,"[""name_input""]",edward_karavakis_q57422015,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",edward_thorndike,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",edwin_hubble,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",edwin_mcmillan_q19009,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",egid_quirin_asam_q639579,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elagabalus_q1762,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology""]",18,False,"[""name_input""]",elda_miriam_aldasoro_maya_q105590516,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elena_băsescu_q271266,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elena_martínez_fontes_q110926486,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elfriede_jelinek_q47243,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology""]",18,False,"[""name_input""]",elham_tabassi_q122972995,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",eli_whitney,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elia_r_carmona_q18120909,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elias_canetti_q80064,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elias_james_corey_q135171,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",eliel_soisalon_soininen_q4115626,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elijah_mizrachi_q463374,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elinor_ostrom_q153761,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elisa_izaurralde_q1329654,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elisabeth_tomalin_q1330327,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elissa_rhaïs_q3051143,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elisse_boyd_q135854322,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology""]",18,False,"[""name_input""]",elizabeth_a_mcalister_q125216298,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elizabeth_blackburn_q26321,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elizabeth_lapovsky_kennedy_q5363102,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",eliécer_ávila_q1331368,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",ellen_fitzhugh_q112424790,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",36,False,"[""birth_input"", ""name_input""]",ellen_garwood_q94114102,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",ellen_johnson_sirleaf_q43179,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",ellen_lewin_q29952722,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",ellie_greenwich_q299679,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elliot_goldenthal_q264565,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elmer_bernstein_q111436,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elmer_sperry,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elon_musk,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elsa_triolet_q4137,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",else_trangbæk_q20089238,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",elton_john_q2808,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",emil_dorian_q20747609,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",emily_brontë,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",emily_dickinson,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",emily_greene_balch_q215139,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",emily_jeptepkeny_choge_kerama_q140380971,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",emmanuelle_charpentier_q17280087,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",emme_kemp_q87124084,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology""]",18,False,"[""name_input""]",emmily_kamwendo_naphambo_q136471768,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",emmy_noether,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",engelbert_dollfuss_q11734,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",enrico_fermi,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",epaminondas_gonzález_dubón_q5340594,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",36,False,"[""birth_input"", ""name_input""]",epicurus,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",ercole_ferrata_q1348674,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",eric_betzig_q1351105,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",eric_kandel_q155529,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",eric_maskin_q233051,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",eric_schmidt,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",erik_erikson,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology""]",18,False,"[""name_input""]",erika_cuellar_q40119180,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology""]",18,False,"[""name_input""]",erminia_calabrese_q114339533,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",ernest_hemingway,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",ernest_shackleton,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",ernest_valko_q974312,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology""]",18,False,"[""name_input""]",ernesto_barrera_q5394124,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",ernst_chain_q58054,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",ernst_otto_fischer_q44594,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",erwin_rommel,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",erwin_schrödinger,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",essad_toptani_q366796,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",ester_plicková_q21809779,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",esther_duflo_q434509,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",esther_kreitman_q2904794,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",esther_newport_q5401258,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",esther_newton_q5401259,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",esther_orozco_q3058988,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",estée_lauder,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",ethel_mcghee_davis_q91688101,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",36,False,"[""birth_input"", ""name_input""]",ethel_moustacchi_q3059260,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",ethem_nejat_q4316162,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",etsuro_sotoo_q3274702,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",eubie_blake_q919632,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",eugen_relgis_q2904922,True,"[""Birth time unknown; houses and angles are excluded.""]"
