association_role,behavior_annotation_status,behavior_observation_count,birth_time_known,documented_behaviors,eligible_as_behavior_negative,feature_families,independence_groups,needs_behavior_annotation,profile_key,symbolic_feature_count,symbolic_feature_ready
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,elia_r_carmona_q18120909,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,elias_canetti_q80064,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,elias_james_corey_q135171,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,eliel_soisalon_soininen_q4115626,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,elijah_mizrachi_q463374,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,elinor_ostrom_q153761,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,elisa_izaurralde_q1329654,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,elisabeth_tomalin_q1330327,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,elissa_rhaïs_q3051143,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,elisse_boyd_q135854322,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology""]","[""name_input""]",True,elizabeth_a_mcalister_q125216298,18,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,elizabeth_blackburn_q26321,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,elizabeth_lapovsky_kennedy_q5363102,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,eliécer_ávila_q1331368,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,ellen_fitzhugh_q112424790,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_input"", ""name_input""]",True,ellen_garwood_q94114102,36,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,ellen_johnson_sirleaf_q43179,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,ellen_lewin_q29952722,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,ellie_greenwich_q299679,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,elliot_goldenthal_q264565,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,elmer_bernstein_q111436,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,elmer_sperry,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,elon_musk,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,elsa_triolet_q4137,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,else_trangbæk_q20089238,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,elton_john_q2808,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,emil_dorian_q20747609,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,emily_brontë,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,emily_dickinson,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,emily_greene_balch_q215139,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,emily_jeptepkeny_choge_kerama_q140380971,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,emmanuelle_charpentier_q17280087,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,emme_kemp_q87124084,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology""]","[""name_input""]",True,emmily_kamwendo_naphambo_q136471768,18,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,emmy_noether,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,engelbert_dollfuss_q11734,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,enrico_fermi,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,epaminondas_gonzález_dubón_q5340594,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_input"", ""name_input""]",True,epicurus,36,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,ercole_ferrata_q1348674,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,eric_betzig_q1351105,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,eric_kandel_q155529,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,eric_maskin_q233051,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,eric_schmidt,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,erik_erikson,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology""]","[""name_input""]",True,erika_cuellar_q40119180,18,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology""]","[""name_input""]",True,erminia_calabrese_q114339533,18,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,ernest_hemingway,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,ernest_shackleton,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,ernest_valko_q974312,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology""]","[""name_input""]",True,ernesto_barrera_q5394124,18,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,ernst_chain_q58054,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,ernst_otto_fischer_q44594,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,erwin_rommel,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,erwin_schrödinger,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,essad_toptani_q366796,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,ester_plicková_q21809779,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,esther_duflo_q434509,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,esther_kreitman_q2904794,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,esther_newport_q5401258,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,esther_newton_q5401259,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,esther_orozco_q3058988,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,estée_lauder,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,ethel_mcghee_davis_q91688101,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_input"", ""name_input""]",True,ethel_moustacchi_q3059260,36,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,ethem_nejat_q4316162,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,etsuro_sotoo_q3274702,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,eubie_blake_q919632,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,eugen_relgis_q2904922,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,eugene_fama_q359317,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,eugene_murdock_q47321170,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,eugenia_del_pino_q4794893,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology""]","[""name_input""]",True,eugenia_of_rome_q949461,18,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,eugène_delacroix,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_input"", ""name_input""]",True,euphrosyne_of_alexandria_q6592140,36,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology""]","[""name_input""]",True,eva_de_carvalho_chipenda_q113795350,18,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,eva_klein_q249978,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_input"", ""name_input""]",True,eva_ramón_gallegos_q28747641,36,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,evan_spiegel,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,fabio_pacucci_q58375776,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,fadrique_furio_ceriol_q10729036,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_input"", ""name_input""]",True,fakhr_al_din_al_razi_q333703,36,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,farabi_q160460,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology""]","[""name_input""]",True,fatmah_baothman_q101714000,18,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,fatte_jang_shah_q4216923,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,faure_essozimna_gnassingbé_q4414,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,faustine_fotso_q16635922,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,felix_aderca_q925452,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,felix_bloch_q123022,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,felix_granda_q5442224,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,felix_salten_q163747,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,ferdinand_magellan,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,ferenc_szálasi_q156473,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,fernando_estévez_q1406652,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_input"", ""name_input""]",True,filippo_brunelleschi_q174330,36,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,finau_mara_q5449770,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,finn_e_kydland_q211097,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,florentino_asensio_barroso_q8213971,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,florica_topârceanu_q24851596,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,fran_leeper_buss_q1440702,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,frances_arnold_q4273363,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,frances_cress_welsing_q5478582,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,francesco_laurana_q381224,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,francesco_mochi_q1441151,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,francesco_robba_q976087,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,francis_bacon,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,francis_crick,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,francis_drake,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,francis_edgar_stanley_q5480826,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,francis_galton,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,francis_leplay_q16636928,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,francis_of_assisi,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,francis_william_aston_q102291,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,francisco_goya,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,francisco_mendes_q1389769,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,francisco_pizarro,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,francisco_salzillo_q2628789,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,francisco_solano_lópez_q37677,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,francisco_tito_yupanqui_q1373127,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,franco_modigliani_q205850,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,frank_ankersmit_q2428832,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,frank_de_martini_q68817565,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,frank_forrest_latta_q5486665,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology""]","[""name_input""]",True,franklin_delano_roosevelt,18,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,franz_joseph_feuchtmayer_q832788,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,franz_kafka,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,franz_kafka_q905,42,True
predictor_only_not_an_outcome_control,missing_behavior_observations,0,False,[],False,"[""gematria"", ""kamea"", ""numerology"", ""vedic""]","[""birth_and_name_input"", ""birth_input"", ""name_input""]",True,franz_liszt,42,True
