profile_key,name,wikidata_id,source_url,wikipedia_url,category,birth_date,death_date,birth_place,country,gender,occupation,occupations,description,sitelinks,data_quality,notes
angelique_corthals_q59696853,Angelique Corthals,Q59696853,https://www.wikidata.org/wiki/Q59696853,https://en.wikipedia.org/wiki/Angelique_Corthals,prominent_figure,,,,,female,researcher,researcher,Biomedical researcher and forensic anthropologist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
angelo_de_rossi_q4762984,Angelo de Rossi,Q4762984,https://www.wikidata.org/wiki/Q4762984,https://en.wikipedia.org/wiki/Angelo_de_Rossi,visual_art,1671-00-00,1715-06-12,Genoa,Republic of Genoa,male,sculptor,sculptor,Italian artist (1671-1715),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
angus_deaton_q204078,Angus Deaton,Q204078,https://www.wikidata.org/wiki/Q204078,https://en.wikipedia.org/wiki/Angus_Deaton,literature,1945-10-19,,Edinburgh,United Kingdom,male,economist,economist; university teacher; writer,British microeconomist (born 1945),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
ani_nenkova_q93953929,Ani Nenkova,Q93953929,https://www.wikidata.org/wiki/Q93953929,https://en.wikipedia.org/wiki/Ani_Nenkova,prominent_figure,,,,,female,computational linguist,computational linguist,computational linguist at University of Pennsylvania,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
anila_paparisto_q50309951,Anila Paparisto,Q50309951,https://www.wikidata.org/wiki/Q50309951,https://en.wikipedia.org/wiki/Anila_Paparisto,prominent_figure,,,,Albania,female,academic,academic; entomologist,Entomologist and taxonomist from Albania,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
ann_duquesnay_q4766377,Ann Duquesnay,Q4766377,https://www.wikidata.org/wiki/Q4766377,https://en.wikipedia.org/wiki/Ann_Duquesnay,music,,,,United States,female,actor,actor; composer; singer,"actress, singer",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
anna_hutsol_q553943,Anna Hutsol,Q553943,https://www.wikidata.org/wiki/Q553943,https://en.wikipedia.org/wiki/Anna_Hutsol,prominent_figure,1984-10-16,,Murmansk,Soviet Union,female,economist,economist; human rights defender; feminist,Ukrainian activist and founder of FEMEN,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
anna_m_moore_q58478218,Anna M. Moore,Q58478218,https://www.wikidata.org/wiki/Q58478218,https://en.wikipedia.org/wiki/Anna_Moore,science,,,,,female,astronomer,astronomer; teacher,astronomer,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
anna_mitgutsch_q85510,Anna Mitgutsch,Q85510,https://www.wikidata.org/wiki/Q85510,https://en.wikipedia.org/wiki/Anna_Mitgutsch,literature,1948-10-02,,Linz,Austria,female,translator,translator; writer; university teacher; literary critic; scholar of English; Germanist,Austrian translator and writer,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
anna_mohr_q94043719,Anna Mohr,Q94043719,https://www.wikidata.org/wiki/Q94043719,https://en.wikipedia.org/wiki/Anna_Mohr,prominent_figure,1944-07-10,2020-05-04,Stockholm,Sweden,female,antiquarian,antiquarian,Swedish archaeologist and LGBT+ activist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
anna_perdrix_rosell_q62629874,Anna Perdrix Rosell,Q62629874,https://www.wikidata.org/wiki/Q62629874,https://en.wikipedia.org/wiki/Anna_Perdrix_Rosell,science,,,,,female,cell biologist,cell biologist,,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
anna_seghers_q57393,Anna Seghers,Q57393,https://www.wikidata.org/wiki/Q57393,https://en.wikipedia.org/wiki/Anna_Seghers,literature,1900-11-19,1983-06-01,Mainz,German Democratic Republic,female,novelist,novelist; resistance fighter; writer,German writer (1900–1983),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
anne_davidson_q4768256,Anne Davidson,Q4768256,https://www.wikidata.org/wiki/Q4768256,https://en.wikipedia.org/wiki/Anne_Davidson,visual_art,1937-02-03,2008-12-20,,,female,artist,artist; sculptor,Scottish artist and sculptor,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
anne_l_huillier_q565544,Anne L'Huillier,Q565544,https://www.wikidata.org/wiki/Q565544,https://en.wikipedia.org/wiki/Anne_L%27Huillier,science,1958-08-16,,Paris,France,female,physicist,physicist; university teacher; nuclear physicist,French physicist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
anneliese_eilers_q112671206,Anneliese Eilers,Q112671206,https://www.wikidata.org/wiki/Q112671206,https://en.wikipedia.org/wiki/Anneliese_Eilers,prominent_figure,1900-00-00,1953-00-00,Hamburg,,female,ethnologist,ethnologist; anthropologist,German ethnologist (1900-1953),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
annette_jocelyn_otway_ruthven_q51719691,Annette Jocelyn Otway-Ruthven,Q51719691,https://www.wikidata.org/wiki/Q51719691,https://en.wikipedia.org/wiki/Annette_Jocelyn_Otway-Ruthven,prominent_figure,1909-11-07,1989-03-18,Dublin,Ireland,female,professor,professor; translator,Irish historian (1909-1989),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
annie_ernaux_q1153825,Annie Ernaux,Q1153825,https://www.wikidata.org/wiki/Q1153825,https://en.wikipedia.org/wiki/Annie_Ernaux,literature,1940-09-01,,Lillebonne,France,female,writer,writer; teacher,French writer (born 1940),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
ante_pavelić_q36965,Ante Pavelić,Q36965,https://www.wikidata.org/wiki/Q36965,https://en.wikipedia.org/wiki/Ante_Paveli%C4%87,politics,1889-07-14,1959-12-28,Bradina,Austro-Hungarian rule in Bosnia and Herzegovina,male,politician,politician; lawyer; military personnel; Holocaust perpetrator,Croatian fascist general and military dictator (1889–1959),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
anthim_the_iberian_q572436,Anthim the Iberian,Q572436,https://www.wikidata.org/wiki/Q572436,https://en.wikipedia.org/wiki/Anthim_the_Iberian,philosophy,1650-01-01,1716-01-01,Samtskhe–Javakheti,Ottoman Empire,male,literary scholar,literary scholar; calligrapher; philosopher; writer; Eastern Orthodox priest; religious leader; politician; painter; Orthodox theologian; metropolitan,Eastern Orthodox theologian,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
anthony_mcintyre_q4773071,Anthony McIntyre,Q4773071,https://www.wikidata.org/wiki/Q4773071,https://en.wikipedia.org/wiki/Anthony_McIntyre,literature,1957-06-27,,,United Kingdom,male,writer,writer; historian,"former IRA member, writer and historian",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
anthony_o_grady_q108531670,Anthony O'Grady,Q108531670,https://www.wikidata.org/wiki/Q108531670,https://en.wikipedia.org/wiki/Anthony_O%27Grady,literature,1947-01-28,2018-12-19,,,male,writer,writer,"Australian writer, music journalist, editor and producer (1947-2018)",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
anton_pilgram_q592841,Anton Pilgram,Q592841,https://www.wikidata.org/wiki/Q592841,https://en.wikipedia.org/wiki/Anton_Pilgram,military,1460-01-01,1515-01-01,Brno,Holy Roman Empire,male,sculptor,sculptor; architect; visual artist; general contractor,Czech architect and sculptor,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
anton_ulrik_berndes_q5573885,Anton Ulrik Berndes,Q5573885,https://www.wikidata.org/wiki/Q5573885,https://en.wikipedia.org/wiki/Anton_Ulrik_Berndes,visual_art,1757-00-00,1844-00-00,Alunda parish,Sweden,male,graphic artist,graphic artist; painter; surveyor,Swedish artist and painter (1757-1844),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
antonio_castillo_lastrucci_q4776516,Antonio Castillo Lastrucci,Q4776516,https://www.wikidata.org/wiki/Q4776516,https://en.wikipedia.org/wiki/Antonio_Castillo_Lastrucci,visual_art,1882-02-27,1967-11-29,Seville,Spain,male,sculptor,sculptor; imager; artist,Spanish artist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
antonio_cánovas_del_castillo_q336901,Antonio Cánovas del Castillo,Q336901,https://www.wikidata.org/wiki/Q336901,https://en.wikipedia.org/wiki/Antonio_C%C3%A1novas_del_Castillo,politics,1828-02-08,1897-08-08,Málaga,Spain,male,politician,politician; historian; diplomat; writer,Spanish politician and Bourbon Restoration architect (1828–1897),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
antonio_gherardi_q531430,Antonio Gherardi,Q531430,https://www.wikidata.org/wiki/Q531430,https://en.wikipedia.org/wiki/Antonio_Gherardi,visual_art,1638-09-20,1702-05-10,Rieti,Italy,male,painter,painter; architect; graphic artist; plasterer,Italian painter (1638-1702),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
antonio_león_ortega_q602833,Antonio León Ortega,Q602833,https://www.wikidata.org/wiki/Q602833,https://en.wikipedia.org/wiki/Antonio_Le%C3%B3n_Ortega,visual_art,1907-12-07,1991-01-09,Ayamonte,Spain,male,sculptor,sculptor,Spanish artist (1907-1991),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
antonio_raggi_q604526,Antonio Raggi,Q604526,https://www.wikidata.org/wiki/Q604526,https://en.wikipedia.org/wiki/Antonio_Raggi,visual_art,1624-01-01,1686-08-01,Vico Morcote,Switzerland,male,sculptor,sculptor,Italian artist (1624–1686),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
antonio_de_paz_q4777068,Antonio de Paz,Q4777068,https://www.wikidata.org/wiki/Q4777068,https://en.wikipedia.org/wiki/Antonio_de_Paz,visual_art,1590-00-00,1647-01-01,Salamanca,Spain,male,sculptor,sculptor,Spanish sculptor (1590-1647),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
antonio_del_pollaiuolo_q318640,Antonio del Pollaiuolo,Q318640,https://www.wikidata.org/wiki/Q318640,https://en.wikipedia.org/wiki/Antonio_del_Pollaiuolo,visual_art,1429-01-17,1498-02-04,Florence,Republic of Florence,male,painter,painter; sculptor; engraver; graphic artist; architect; draftsperson; goldsmith; medalist,"Italian painter, sculptor and engraver (1429-1498)",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
apollinaris_syncletica_q30887818,Apollinaris Syncletica,Q30887818,https://www.wikidata.org/wiki/Q30887818,https://en.wikipedia.org/wiki/Apollinaris_Syncletica,religion,,,,,female,monk,monk,5th-century saint and hermit,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
arambam_somorendra_q124309737,Arambam Somorendra,Q124309737,https://www.wikidata.org/wiki/Q124309737,https://en.wikipedia.org/wiki/Arambam_Somorendra,prominent_figure,1935-07-12,2000-06-10,,,male,,,founder of UNLF,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
archelaus_smith_q4785893,Archelaus Smith,Q4785893,https://www.wikidata.org/wiki/Q4785893,https://en.wikipedia.org/wiki/Archelaus_Smith,prominent_figure,1734-04-23,1821-04-03,Chatham,United States,male,,,"tanner, shoemaker, early settler of Barrington, Nova Scotia (1734-1821)",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
archer_john_porter_martin_q48977,Archer John Porter Martin,Q48977,https://www.wikidata.org/wiki/Q48977,https://en.wikipedia.org/wiki/Archer_Martin,science,1910-03-01,2002-07-28,London,United Kingdom,male,biochemist,biochemist; chemist; university teacher,British chemist (1910–2002),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
aric_sigman_q21062214,Aric Sigman,Q21062214,https://www.wikidata.org/wiki/Q21062214,https://en.wikipedia.org/wiki/Aric_Sigman,science,,,,,male,scientist,scientist; psychologist; musician,British musician and psychologist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
aris_syntetos_q138651960,Aris Syntetos,Q138651960,https://www.wikidata.org/wiki/Q138651960,https://en.wikipedia.org/wiki/Aris_Syntetos,science,,,,,male,mathematician,mathematician; university teacher,professor of Business and Management,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
aristobulus_ii_q359679,Aristobulus II,Q359679,https://www.wikidata.org/wiki/Q359679,https://en.wikipedia.org/wiki/Aristobulus_II,politics,-0100-00-0,-0049-01-0,,Hasmonean Judea,male,,,"Jewish High Priest and King of Judea, 66 BC to 63 BC",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
armand_călinescu_q439903,Armand Călinescu,Q439903,https://www.wikidata.org/wiki/Q439903,https://en.wikipedia.org/wiki/Armand_C%C4%83linescu,philosophy,1893-06-04,1939-09-21,Pitești,Romania,male,politician,politician; economist; philosopher; jurist,Romanian politician (1893-1939),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
armand_lunel_q2861926,Armand Lunel,Q2861926,https://www.wikidata.org/wiki/Q2861926,https://en.wikipedia.org/wiki/Armand_Lunel,literature,1892-06-09,1977-11-03,Aix-en-Provence,France,male,writer,writer; librettist; historian; university teacher,French writer born in Occitania,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
arno_allan_penzias_q172877,Arno Allan Penzias,Q172877,https://www.wikidata.org/wiki/Q172877,https://en.wikipedia.org/wiki/Arno_Allan_Penzias,science,1933-04-26,2024-01-22,Munich,Germany,male,astronomer,astronomer; physicist,German-born American physicist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
arnold_zweig_q75868,Arnold Zweig,Q75868,https://www.wikidata.org/wiki/Q75868,https://en.wikipedia.org/wiki/Arnold_Zweig,philosophy,1887-11-10,1968-11-26,Głogów,German Democratic Republic,male,politician,politician; writer; novelist; playwright; peace activist; psychologist; Germanist; philosopher,German writer (1887-1968),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
arthur_ashkin_q708472,Arthur Ashkin,Q708472,https://www.wikidata.org/wiki/Q708472,https://en.wikipedia.org/wiki/Arthur_Ashkin,science,1922-09-02,2020-09-21,Brooklyn,United States,male,physicist,physicist; researcher,American physicist (1922-2020),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
arthur_fleischmann_q4798693,Arthur Fleischmann,Q4798693,https://www.wikidata.org/wiki/Q4798693,https://en.wikipedia.org/wiki/Arthur_Fleischmann,visual_art,1896-01-01,1990-03-02,Bratislava,Austria,male,sculptor,sculptor; photographer; ceramicist,English sculptor (1896-1990),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
arthur_freed_q709413,Arthur Freed,Q709413,https://www.wikidata.org/wiki/Q709413,https://en.wikipedia.org/wiki/Arthur_Freed,literature,1894-09-09,1973-04-12,Charleston,United States,male,film producer,film producer; composer; screenwriter; actor; lyricist; songwriter; song plugger; producer,American lyricist and Hollywood film producer (1894-1973),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
arthur_harden_q189803,Arthur Harden,Q189803,https://www.wikidata.org/wiki/Q189803,https://en.wikipedia.org/wiki/Arthur_Harden,science,1865-10-12,1940-06-17,Manchester,United Kingdom,male,biochemist,biochemist; chemist; university teacher,British biochemist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
arthur_koestler_q78494,Arthur Koestler,Q78494,https://www.wikidata.org/wiki/Q78494,https://en.wikipedia.org/wiki/Arthur_Koestler,philosophy,1905-09-05,1983-03-01,Budapest,Austria–Hungary,male,writer,writer; philosopher; novelist; journalist; screenwriter; autobiographer; political scientist,Hungarian-British author and journalist (1905–1983),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
arthur_kornberg_q295678,Arthur Kornberg,Q295678,https://www.wikidata.org/wiki/Q295678,https://en.wikipedia.org/wiki/Arthur_Kornberg,science,1918-03-03,2007-10-26,Brooklyn,United States,male,physician,physician; biochemist; university teacher; non-fiction writer; chemist,American biochemist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
arthur_lewis_q272519,Arthur Lewis,Q272519,https://www.wikidata.org/wiki/Q272519,https://en.wikipedia.org/wiki/W._Arthur_Lewis,religion,1915-01-23,1991-06-15,Castries,Saint Lucia,male,economist,economist; university teacher; researcher,Saint Lucian economist (1915–1991),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
arthur_norman_wolffsohn_q86004269,Arthur Norman Wolffsohn,Q86004269,https://www.wikidata.org/wiki/Q86004269,https://en.wikipedia.org/wiki/Arthur_Wolffsohn,prominent_figure,,1967-11-17,,,male,,,,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
arzu_alieva_q23683242,Arzu Alieva,Q23683242,https://www.wikidata.org/wiki/Q23683242,https://en.wikipedia.org/wiki/Arzu_Aliyeva,film_theater,1989-01-23,,Baku,Azerbaijan,female,film producer,film producer,Azerbaijani director and filmmaker,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
ashish_vaswani_q44749723,Ashish Vaswani,Q44749723,https://www.wikidata.org/wiki/Q44749723,https://en.wikipedia.org/wiki/Ashish_Vaswani,science,1985-01-01,,India,,male,computer scientist,computer scientist; artificial intelligence researcher,machine learning researcher,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
assad_sheikholeslami_sanandaji_q4808323,Assad Sheikholeslami Sanandaji,Q4808323,https://www.wikidata.org/wiki/Q4808323,https://en.wikipedia.org/wiki/Assad_Sheikholeslami_Sanandaji,religion,,,,Iran,male,theologian,theologian,Iranian academic and theologian,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
assou_oubasslam_q2868274,Assou Oubasslam,Q2868274,https://www.wikidata.org/wiki/Q2868274,https://en.wikipedia.org/wiki/Assou_Oubasslam,politics,1890-00-00,1960-00-00,Douar Ait Slimane,Morocco,male,military leader,military leader; politician; resistance fighter; independence fighter,Moroccan Military leader and figure of Berber resistance against French colonialism,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
asterius_of_amasea_q747775,Asterius of Amasea,Q747775,https://www.wikidata.org/wiki/Q747775,https://en.wikipedia.org/wiki/Asterius_of_Amasea,literature,0335-00-00,0410-00-00,Cappadocia,Byzantine Empire,male,writer,writer; orator; bishop,bishop of Amasea,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
ata_sarajedini_q114419421,Ata Sarajedini,Q114419421,https://www.wikidata.org/wiki/Q114419421,https://en.wikipedia.org/wiki/Ata_Sarajedini,science,,,,,male,academic,academic; astrophysicist,researcher,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
august_michael_tauscher_q4820776,August Michael Tauscher,Q4820776,https://www.wikidata.org/wiki/Q4820776,https://en.wikipedia.org/wiki/August_Michael_Tauscher,philosophy,1771-01-01,1841-01-01,,,male,botanist,botanist; entomologist; philosopher,German scientist (1771-1841),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
august_nitschke_q763228,August Nitschke,Q763228,https://www.wikidata.org/wiki/Q763228,https://en.wikipedia.org/wiki/August_Nitschke,prominent_figure,1926-09-18,2019-09-02,Hamburg,Germany,male,historian,historian; university teacher; medievalist; cultural anthropologist,German historian (1926–2019),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
aung_pyae_sone_q105299477,Aung Pyae Sone,Q105299477,https://www.wikidata.org/wiki/Q105299477,https://en.wikipedia.org/wiki/Aung_Pyae_Sone,prominent_figure,1984-01-01,,Yangon,,male,,,Burmese business tycoon,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
aung_san_suu_kyi_q36740,Aung San Suu Kyi,Q36740,https://www.wikidata.org/wiki/Q36740,https://en.wikipedia.org/wiki/Aung_San_Suu_Kyi,politics,1945-06-19,,Yangon,Myanmar,female,politician,politician; writer; human rights defender; foreign minister,former State Counsellor of Myanmar and Leader of the National League for Democracy,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
aurel_vlaicu_q781514,Aurel Vlaicu,Q781514,https://www.wikidata.org/wiki/Q781514,https://en.wikipedia.org/wiki/Aurel_Vlaicu,military,1882-11-19,1913-09-13,Aurel Vlaicu,Romania,male,military flight engineer,military flight engineer; inventor; aircraft pilot,Romanian aviation pioneer (1882–1913),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
austin_choi_fitzpatrick_q19665412,Austin Choi-Fitzpatrick,Q19665412,https://www.wikidata.org/wiki/Q19665412,https://en.wikipedia.org/wiki/Austin_Choi-Fitzpatrick,prominent_figure,1977-07-02,,,,male,,,American sociologist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
austin_muluzi_q4823200,Austin Muluzi,Q4823200,https://www.wikidata.org/wiki/Q4823200,https://en.wikipedia.org/wiki/Atupele_Muluzi,politics,1978-08-06,,Lilongwe,Malawi,male,lawyer,lawyer; politician; minister,Malawian politician,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
avempace_q11362,Avempace,Q11362,https://www.wikidata.org/wiki/Q11362,https://en.wikipedia.org/wiki/Avempace,philosophy,1095-00-00,1139-00-00,Sarakusta,Taifa of Zaragoza,male,philosopher,philosopher; mathematician; astronomer; writer; physician; botanist; poet; physicist; musician; politician,Arab Andalusian polymath (c. 1085 – 1138),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
averil_margaret_lysaght_q4828309,Averil Margaret Lysaght,Q4828309,https://www.wikidata.org/wiki/Q4828309,https://en.wikipedia.org/wiki/Averil_Lysaght,science,1905-04-14,1981-08-21,Mokoia,New Zealand,female,biologist,biologist; historian; illustrator; historian of science,"New Zealand biologist, science historian, and illustrator (1905-1981)",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
averroes_q39837,Averroes,Q39837,https://www.wikidata.org/wiki/Q39837,https://en.wikipedia.org/wiki/Averroes,philosophy,1126-04-14,1198-12-10,Córdoba,,male,philosopher,philosopher; physician; astronomer; judge; teacher; writer,Arab Andalusian Muslim writer and philosopher (1126–1198),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
avishay_braverman_q791137,Avishay Braverman,Q791137,https://www.wikidata.org/wiki/Q791137,https://en.wikipedia.org/wiki/Avishay_Braverman,politics,1948-01-15,,Israel,Israel,male,economist,economist; politician; pedagogue,Israeli politician,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
avram_hershko_q232302,Avram Hershko,Q232302,https://www.wikidata.org/wiki/Q232302,https://en.wikipedia.org/wiki/Avram_Hershko,science,1937-12-31,,Karcag,Hungary,male,biochemist,biochemist; educator; university teacher; physician,Israeli scientist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
azam_tariq_q4832175,Azam Tariq,Q4832175,https://www.wikidata.org/wiki/Q4832175,https://en.wikipedia.org/wiki/Azam_Tariq_%28religious_leader%29,politics,1968-07-10,2003-10-06,Chichawatni,Pakistan,male,politician,politician,Islamic scholar and politician of Pakistan,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
baba_mardoukh_rohanee_q3384088,Baba Mardoukh Rohanee,Q3384088,https://www.wikidata.org/wiki/Q3384088,https://en.wikipedia.org/wiki/Baba_Mardoukh_Rohanee,literature,1923-01-01,1989-01-17,Sanandaj,Iran,male,teacher,teacher,"Iranian religious scholar, teacher, poet and historian (1923–1989)",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
baba_shemin_q22949086,Baba Shemin,Q22949086,https://www.wikidata.org/wiki/Q22949086,https://en.wikipedia.org/wiki/Baba_Shemimi,literature,,,,Ottoman Empire,male,poet,poet,Albanian bejtexhi and saint (died 1831),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
baccio_bandinelli_q358348,Baccio Bandinelli,Q358348,https://www.wikidata.org/wiki/Q358348,https://en.wikipedia.org/wiki/Baccio_Bandinelli,visual_art,1493-11-12,1560-02-07,Florence,Republic of Florence,male,sculptor,sculptor; painter; draftsperson; art historian; designer,Italian sculptor and painter (1488-1560),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
baccio_d_agnolo_q2706849,Baccio d'Agnolo,Q2706849,https://www.wikidata.org/wiki/Q2706849,https://en.wikipedia.org/wiki/Baccio_d%27Agnolo,visual_art,1462-05-19,1543-03-06,Florence,Duchy of Florence,male,architect,architect; sculptor; wood carver,"Italian woodcarver, sculptor and architect (1462–1543)",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
baccio_da_montelupo_q2245460,Baccio da Montelupo,Q2245460,https://www.wikidata.org/wiki/Q2245460,https://en.wikipedia.org/wiki/Baccio_da_Montelupo,visual_art,1469-01-01,1535-01-01,Montelupo Fiorentino,Italy,male,sculptor,sculptor,Italian artist (1469–1523),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
baeton_q109567661,Baeton,Q109567661,https://www.wikidata.org/wiki/Q109567661,https://en.wikipedia.org/wiki/Baeton,prominent_figure,,,,,male,bematist,bematist,distance-measurer of Alexander the Great,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
bakir_izetbegović_q312355,Bakir Izetbegović,Q312355,https://www.wikidata.org/wiki/Q312355,https://en.wikipedia.org/wiki/Bakir_Izetbegovi%C4%87,politics,1956-06-28,,Sarajevo,Bosnia and Herzegovina,male,politician,politician,Bosnian politician,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
balthasar_florisz_van_berckenrode_q4356567,Balthasar Florisz. van Berckenrode,Q4356567,https://www.wikidata.org/wiki/Q4356567,https://en.wikipedia.org/wiki/Balthasar_Florisz._van_Berckenrode,prominent_figure,1591-01-01,1645-01-01,Delft,Dutch Republic,male,copper engraver,copper engraver; cartographer; engraver; surveyor; publisher; map drawer,Dutch copperplate engraver (1591-1645),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
barbara_adam_q18220988,Barbara Adam,Q18220988,https://www.wikidata.org/wiki/Q18220988,https://en.wikipedia.org/wiki/Barbara_Adam,literature,1945-05-03,,,United Kingdom,female,university teacher,university teacher; writer; sociologist; social pedagogue,British university teacher and writer,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
barbara_heslop_q15993077,Barbara Heslop,Q15993077,https://www.wikidata.org/wiki/Q15993077,https://en.wikipedia.org/wiki/Barbara_Heslop,prominent_figure,1925-01-26,2013-12-20,Auckland,New Zealand,female,immunologist,immunologist,New Zealand immunologist (1925–2013),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
barbara_mcclintock_q199654,Barbara McClintock,Q199654,https://www.wikidata.org/wiki/Q199654,https://en.wikipedia.org/wiki/Barbara_McClintock,science,1902-06-16,1992-09-02,Hartford,United States,female,botanist,botanist; cytogeneticist; chemist; university teacher; geneticist; cell biologist,American scientist and cytogeneticist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
barbara_tudek_q62083957,Barbara Tudek,Q62083957,https://www.wikidata.org/wiki/Q62083957,https://en.wikipedia.org/wiki/Barbara_Tudek,science,1952-00-00,2019-03-01,,Poland,female,biologist,biologist,Polish biologist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
barbu_catargiu_q554358,Barbu Catargiu,Q554358,https://www.wikidata.org/wiki/Q554358,https://en.wikipedia.org/wiki/Barbu_Catargiu,politics,1807-10-26,1862-06-08,Bucharest,Principality of Wallachia,male,politician,politician; journalist,Romanian politician (1807-1862),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
